3.342,30.701294,286.999989
33.755,30.353882,81.000004
63.964,28.978028,96.999998
94.176,28.614624,112.000000
124.377,28.478640,115.999997
154.584,28.320190,125.000000
184.794,28.297607,125.999999
214.992,28.207154,128.999996
245.2,28.161988,102.999997
275.407,28.139405,123.000002
305.613,28.161988,98.000002
335.815,28.116943,88.000002
366.024,28.094360,118.999994
396.233,28.184571,122.000003
426.432,28.139405,106.999993
456.639,28.161988,126.999998
486.849,28.116943,73.000002
517.053,28.184571,57.000003
547.258,28.207154,59.000001
577.464,28.184571,67.000003
607.675,28.184571,70.999999
637.871,28.229737,101.999998
668.08,28.161988,75.000000
698.289,28.207154,70.999999
728.485,28.229737,63.000002
758.694,28.207154,80.000000
788.901,28.207154,78.000002
819.111,28.229737,86.000004
849.314,28.252320,77.000003
879.524,28.207154,75.999999
909.733,28.274903,70.000000
939.935,28.139405,67.000003
970.146,28.184571,69.000001
1000.36,28.184571,63.000002
1030.56,28.184571,65.999999
1060.77,28.207154,67.000003
1090.98,28.229737,60.999999
1121.33,28.229737,81.000004
1151.53,28.229737,75.999999
1181.75,28.184571,106.999993
1211.96,28.229737,118.999994
1242.15,28.252320,122.000003
1272.36,28.184571,89.000006
1302.57,28.207154,113.000000
1332.78,28.229737,110.000002
1362.98,28.274903,89.000006
1393.19,28.320190,100.000000
1423.4,28.252320,112.000000
1453.6,28.320190,107.999992
1483.81,28.252320,111.000001
1514.01,28.274903,109.000004
1544.22,28.274903,95.000000
1574.42,28.274903,88.000002
1604.63,28.274903,85.000000
1634.84,28.274903,60.000000
1665.04,28.274903,60.999999
1695.25,28.342773,63.000002
1725.46,28.342773,91.999998
1755.66,28.320190,86.000004
1785.87,28.297607,64.000001
1816.07,28.320190,67.000003
1846.28,28.342773,64.000001
1876.48,28.320190,75.999999
1906.69,28.297607,67.000003
1936.9,28.320190,62.000003
1967.1,28.320190,60.000000
1997.31,28.342773,64.000001
2027.52,28.388062,62.000003
2057.73,28.410645,90.000000
2087.93,28.342773,80.000000
2118.14,28.342773,88.000002
2148.35,28.320190,89.000006
2178.55,28.388062,105.999994
2208.89,28.433228,70.000000
2239.1,28.433228,60.000000
2269.3,28.388062,63.000002
2299.51,28.342773,77.000003
2329.71,28.410645,84.000006
2359.92,28.388062,103.999996
2390.12,28.410645,74.000001
2420.33,28.659914,104.999995
2450.54,28.455933,81.000004
2480.74,28.410645,75.999999
2510.95,28.501223,70.999999
2541.16,28.433228,74.000001
2571.37,28.478640,74.000001
2601.58,28.523806,123.000002
2631.79,28.478640,120.999992
2662.0,28.455933,94.000006
2692.2,28.523806,77.000003
2722.41,28.569214,70.999999
2752.62,28.523806,73.000002
2782.82,28.546510,73.000002
2813.04,28.478640,73.000002
2843.25,28.546510,75.000000
2873.46,28.659914,75.999999
2903.67,28.659914,81.000004
2933.88,28.659914,102.999997
2964.09,28.614624,83.000002
2994.3,28.546510,74.000001
3024.51,28.569214,74.000001
3054.72,28.614624,78.000002
3084.93,28.569214,73.000002
3115.15,28.569214,80.000000
3145.36,28.546510,111.000001
3175.58,28.523806,115.999997
3205.78,28.569214,79.000001
3235.99,28.569214,77.000003
3266.21,28.523806,88.000002
3296.41,28.569214,83.000002
3326.76,28.546510,91.000004
3356.97,28.501223,114.999998
3387.18,28.546510,113.000000
3417.39,28.546510,117.999995
3447.61,28.569214,113.000000
3477.82,28.569214,81.000004
3508.02,28.478640,79.000001
3538.23,28.546510,72.000003
3568.45,28.591797,74.000001
3598.65,28.569214,79.000001
3628.86,28.614624,81.999998
3659.07,28.591797,96.000004
3689.29,28.569214,115.999997
3719.5,28.637207,110.000002
3749.71,28.546510,110.000002
3779.93,28.546510,111.000001
3810.14,28.523806,104.999995
3840.35,28.546510,99.000006
3870.63,28.523806,95.000000
3900.84,28.591797,79.000001
3931.04,28.614624,83.000002
3961.24,28.546510,89.000006
3991.45,28.591797,99.000006
4021.65,28.614624,111.000001
4051.86,28.546510,107.999992
4082.07,28.569214,96.000004
4112.27,28.569214,72.000003
4142.47,28.591797,103.999996
4172.68,28.546510,105.999994
4202.89,28.546510,85.000000
4233.09,28.501223,65.000000
4263.3,28.591797,65.000000
4293.5,28.546510,65.000000
4323.7,28.569214,70.999999
4353.91,28.569214,65.000000
4384.12,28.523806,100.000000
4414.45,28.478640,93.000002
4444.65,28.614624,107.999992
4474.86,28.569214,98.000002
4505.07,28.569214,99.000006
4535.27,28.569214,106.999993
4565.48,28.569214,70.999999
4595.69,28.614624,89.000006
4625.9,28.569214,100.999999
4656.1,28.614624,109.000004
4686.31,28.614624,100.999999
4716.52,28.591797,106.999993
4746.72,28.659914,100.999999
4776.92,28.637207,100.999999
4807.13,28.614624,104.999995
4837.33,28.614624,74.000001
4867.54,28.569214,68.000002
4897.75,28.659914,75.000000
4927.96,28.637207,70.999999
4958.16,28.637207,104.999995
4988.37,28.546510,73.000002
5018.58,28.569214,68.000002
5048.78,28.614624,84.000006
5078.98,28.614624,70.999999
5109.19,28.637207,70.999999
5139.39,28.614624,67.000003
5169.6,28.614624,65.000000
5199.81,28.546510,75.000000
5230.01,28.569214,88.000002
5260.21,28.637207,63.000002
5290.42,28.569214,63.000002
5320.63,28.569214,62.000003
5350.83,28.614624,64.000001
5381.03,28.614624,58.000002
5411.25,28.569214,62.000003
5441.45,28.569214,60.000000
5471.65,28.591797,62.000003
5501.99,28.591797,63.000002
5532.2,28.523806,63.000002
5562.39,28.614624,62.000003
5592.61,28.523806,65.000000
5622.81,28.569214,65.000000
5653.02,28.569214,65.999999
5683.22,28.569214,60.999999
